user_id,item_id,timestamp
259,255,874724710
259,286,874724727
259,298,874724754
259,185,874724781
259,173,874724843
259,772,874724882
259,108,874724882
259,928,874724937
259,117,874724988
259,200,874725081
259,176,874725386
259,210,874725485
259,357,874725485
851,295,874728370
851,473,874728396
851,544,874728396
851,290,874728430
851,147,874728461
851,121,874728565
712,220,874729682
712,731,874729750
712,50,874729750
712,417,874729750
712,385,874729778
712,97,874729816
712,66,874729816
712,553,874729850
712,969,874729850
712,96,874729850
712,79,874729850
712,181,874729901
712,172,874729901
712,173,874729901
712,421,874729935
712,402,874729935
712,739,874729935
712,99,874729995
712,692,874729995
712,174,874729995
712,1220,874729996
712,392,874729996
712,82,874730031
712,202,874730031
712,432,874730056
712,746,874730085
712,88,874730155
712,4,874730179
712,785,874730206
712,660,874730234
712,72,874730261
712,71,874730261
712,73,874730293
712,210,874730293
712,622,874730293
712,662,874730320
712,584,874730342
712,732,874730370
712,716,874730370
712,378,874730370
712,949,874730370
712,196,874730396
712,83,874730396
712,655,874730467
712,1053,874730490
712,568,874730491
712,941,874730491
712,729,874730491
712,495,874730520
712,946,874730521
712,486,874730521
712,95,874730552
712,38,874730553
851,742,874767519
851,405,874767550
851,824,874767550
119,286,874774286
119,300,874774286
119,322,874774449
119,323,874774449
119,275,874774575
119,100,874774575
119,458,874774575
119,50,874774718
119,455,874774719
119,741,874774815
119,235,874774956
119,718,874774956
119,813,874774956
119,277,874774993
119,237,874775038
119,298,874775038
119,282,874775136
119,1086,874775136
119,412,874775136
119,7,874775185
119,628,874775185
119,1016,874775262
119,93,874775262
119,125,874775262
119,222,874775311
119,121,874775311
119,472,874775406
119,181,874775406
119,742,874775406
119,762,874775465
119,597,874775465
119,287,874775465
119,924,874775535
119,117,874775535
119,109,874775580
119,826,874775580
119,274,874775580
119,475,874775580
119,257,874775614
119,405,874775815
119,546,874775914
640,790,874777260
640,11,874777440
640,496,874777491
640,12,874777491
640,382,874777528
640,56,874777528
640,180,874777528
640,170,874777583
640,134,874777623
640,474,874777623
640,770,874777658
640,64,874777701
640,175,874777735
640,81,874777735
640,47,874777735
640,55,874777765
640,461,874777833
640,169,874777890
640,182,874777925
640,318,874777948
640,204,874777974
640,91,874777998
640,85,874778065
640,70,874778065
640,4,874778065
640,941,874778095
640,580,874778096
640,209,874778154
640,189,874778181
640,693,874778207
640,663,874778240
640,96,874778240
640,201,874778240
640,53,874778274
640,214,874778274
640,357,874778274
640,239,874778274
640,1073,874778299
640,428,874778299
640,66,874778345
640,42,874778345
640,202,874778366
640,231,874778424
640,161,874778479
640,233,874778479
640,22,874778479
640,68,874778479
640,195,874778515
640,79,874778515
640,92,874778515
640,2,874778568
640,684,874778568
640,566,874778569
640,568,874778569
640,385,874778569
640,226,874778569
640,38,874778612
640,761,874778613
640,550,874778722
594,100,874781004
594,515,874781050
594,127,874781076
594,14,874781173
119,56,874781198
119,492,874781198
119,11,874781198
594,221,874781207
119,96,874781257
119,213,874781257
119,194,874781257
119,182,874781303
119,174,874781303
119,168,874781351
119,89,874781352
119,511,874781407
119,210,874781407
119,64,874781460
119,486,874781547
119,655,874781628
119,22,874781698
119,188,874781742
119,382,874781742
119,1101,874781779
119,31,874781779
119,87,874781829
119,193,874781872
119,568,874781915
119,124,874781994
119,199,874781994
119,385,874781994
119,28,874782022
119,154,874782022
119,86,874782068
119,697,874782068
119,658,874782127
119,449,874782190
119,716,874782190
119,172,874782191
119,132,874782228
594,222,874783052
594,15,874783052
23,713,874784337
23,181,874784337
23,250,874784338
23,7,874784385
23,124,874784440
23,919,874784440
23,14,874784440
23,50,874784440
23,116,874784466
23,19,874784466
23,13,874784497
23,408,874784538
23,100,874784557
23,283,874784575
23,1,874784615
23,405,874784638
23,224,874784638
23,961,874785165
23,518,874785194
23,433,874785233
23,56,874785233
23,170,874785348
23,522,874785447
23,603,874785448
23,275,874785474
23,8,874785474
23,238,874785526
23,59,874785526
23,705,874785526
23,175,874785526
23,96,874785551
23,89,874785582
23,228,874785582
23,504,874785624
23,55,874785624
23,174,874785652
23,479,874785728
23,132,874785756
23,185,874785756
23,230,874785809
23,171,874785809
23,512,874785843
23,209,874785843
23,463,874785843
23,710,874785889
23,172,874785889
23,83,874785926
23,527,874785926
23,652,874785926
23,367,874785957
23,79,874785957
23,189,874785985
23,98,874786016
23,194,874786016
23,418,874786037
23,99,874786098
23,134,874786098
23,629,874786098
23,95,874786220
23,133,874786220
276,258,874786337
276,300,874786338
276,294,874786366
276,328,874786366
276,288,874786392
276,324,874786419
23,153,874786438
913,4,874786460
23,385,874786462
276,298,874786467
276,508,874786467
276,919,874786467
276,408,874786467
276,181,874786488
23,211,874786512
276,273,874786517
276,7,874786517
276,628,874786538
276,127,874786568
276,1,874786568
276,151,874786568
276,117,874786568
276,276,874786605
276,284,874786605
